idRevision,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8
89,89,187,187,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,222,222,"More people are living many years after cancer treatment but we don't know all the ways to support them for the best recovery possible.","More people are living many years after cancer treatment but we don't know all the ways to support them for the best recovery possible.","2019-08-18 23:20:00","2019-08-18 23:20:00",121,121,123,123
90,90,188,188,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,263,263,"As a publicly funded organisation, when using personally identifiable information we need to make sure it is in the public interest.","As a publicly funded organisation, when using personally identifiable information we need to make sure it is in the public interest.","2019-08-18 23:21:53","2019-08-18 23:21:53",121,121,123,123
91,91,189,189,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,450,450,"if you are having difficulties with your experience we can provide you with details where support can be access","if you are having difficulties with your experience we can provide you with details where support can be access","2019-08-18 23:23:51","2019-08-18 23:23:51",141,141,123,123
92,92,190,190,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,416,416,"most will have had a diagnosis of localized prostate canswer","most will have had a diagnosis of localized prostate canswer","2019-08-18 23:26:03","2019-08-18 23:26:03",141,141,123,123
93,93,191,191,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,450,450,"Support can be provided if any aspects of the experiences proves to be too difficult.","Support can be provided if any aspects of the experiences proves to be too difficult.","2019-08-19 00:04:04","2019-08-19 00:04:04",141,141,123,123
94,94,192,192,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,416,416,"Diagnosis is confirmed to be localised prostate cancer, Patients are informed of the localised nature.","Diagnosis is confirmed to be localised prostate cancer, Patients are informed of the localised nature.","2019-08-19 00:08:03","2019-08-19 00:08:03",141,141,123,123
95,95,193,193,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,470,470,"You can only be contacted by the people from the University of Southampton if they require to process and analyse your data,to audit the collection process, or to send and request questionnaires.","You can only be contacted by the people from the University of Southampton if they require to process and analyse your data,to audit the collection process, or to send and request questionnaires.","2019-08-19 00:12:22","2019-08-19 00:12:22",141,141,123,123
96,96,194,194,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,346,346,"This research will help us develop a workshop for men with prostate cancer and your views will be used to do this.","This research will help us develop a workshop for men with prostate cancer and your views will be used to do this.","2019-08-19 00:54:37","2019-08-19 00:54:37",131,131,123,123
97,97,195,195,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,342,342,"A unique number will identify you and your responses, without any personal information being stored.","A unique number will identify you and your responses, without any personal information being stored.","2019-08-19 00:56:59","2019-08-19 00:56:59",131,131,123,123
98,98,196,196,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,359,359,"Knowing the above, if you wish to take part, please complete the questionnaire and return it to the researcher at the workshop or mail it to us with the provided pre-paid envelope.","Knowing the above, if you wish to take part, please complete the questionnaire and return it to the researcher at the workshop or mail it to us with the provided pre-paid envelope.","2019-08-19 01:01:07","2019-08-19 01:01:07",131,131,123,123
99,99,197,197,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,3,3,346,346,"In this study a workshop will be developped for men with prosate cancer while using your views.","In this study a workshop will be developped for men with prosate cancer while using your views.","2019-08-19 01:07:15","2019-08-19 01:07:15",131,131,123,123
100,100,198,198,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,3,3,342,342,"Instead, you will be given a number at the start that will be used to find your data; your name and adress wont be saved on the questionnaire.","Instead, you will be given a number at the start that will be used to find your data; your name and adress wont be saved on the questionnaire.","2019-08-19 01:10:49","2019-08-19 01:10:49",131,131,123,123
101,101,205,205,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,3,3,359,359,"If you read this information and you want to tale part, then returned the filled questionnaire to the worlshop, or send it with the provided pre-paid evelopeat the University of Southampton.","If you read this information and you want to tale part, then returned the filled questionnaire to the worlshop, or send it with the provided pre-paid evelopeat the University of Southampton.","2019-08-19 02:09:12","2019-08-19 02:09:12",131,131,123,123
102,102,206,206,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,3,3,346,346,"The purpose of the research is to develop a workshop right for men with prostate cancer, and your views will be used to do this","The purpose of the research is to develop a workshop right for men with prostate cancer, and your views will be used to do this","2019-08-19 02:28:23","2019-08-19 02:28:23",131,131,123,123
103,103,207,207,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,3,3,342,342,"You will be given a number at the start of the study that will identify your data; your personal information will not be recorded","You will be given a number at the start of the study that will identify your data; your personal information will not be recorded","2019-08-19 02:28:59","2019-08-19 02:28:59",131,131,123,123
104,104,208,208,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,3,3,359,359,"If you are happy to take part, please complete the questionnaire and return it to the workshop, or send it to us in the pre-paid envelope provided","If you are happy to take part, please complete the questionnaire and return it to the workshop, or send it to us in the pre-paid envelope provided","2019-08-19 02:31:12","2019-08-19 02:31:12",131,131,123,123
105,105,209,209,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,2,2,264,264,"When you agree to take part in a research study, we will use your data in ways we need to to conduct and analyse the research study","When you agree to take part in a research study, we will use your data in ways we need to to conduct and analyse the research study","2019-08-19 02:36:14","2019-08-19 02:36:14",121,121,123,123
106,106,210,210,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,4,4,450,450,"Id your experience is difficult, we can give you details ofwhere you could get help.","Id your experience is difficult, we can give you details ofwhere you could get help.","2019-08-19 02:36:16","2019-08-19 02:36:16",141,141,123,123
107,107,211,211,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,2,2,222,222,"More people are living for longer after cancer treatment but we don't yet fully understand how to ensure the best possible recovery","More people are living for longer after cancer treatment but we don't yet fully understand how to ensure the best possible recovery","2019-08-19 02:37:12","2019-08-19 02:37:12",121,121,123,123
108,108,212,212,A3V0E6DXN7G2L8,A3V0E6DXN7G2L8,2,2,263,263,"As a publicly funded organisation, we have to make sure that it is in the public's interest when we use personal information from people who have taken part in a research study","As a publicly funded organisation, we have to make sure that it is in the public's interest when we use personal information from people who have taken part in a research study","2019-08-19 02:38:05","2019-08-19 02:38:05",121,121,123,123
109,109,213,213,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,4,4,416,416,"Patients were found with localised prostate cancer (cancer is only in the prostate and nowhere else).","Patients were found with localised prostate cancer (cancer is only in the prostate and nowhere else).","2019-08-19 02:39:03","2019-08-19 02:39:03",141,141,123,123
110,110,214,214,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,4,4,470,470,"Those from the University of Southampton with access that represents you will be those willing to send you or ask questionnaires, process and analyze the data or audit their way of collection.","Those from the University of Southampton with access that represents you will be those willing to send you or ask questionnaires, process and analyze the data or audit their way of collection.","2019-08-19 02:41:42","2019-08-19 02:41:42",141,141,123,123
111,111,215,215,A2L3BRCUIILH4X,A2L3BRCUIILH4X,3,3,346,346,"This research wants to find a workshop for men with prostate cancer and use your views.","This research wants to find a workshop for men with prostate cancer and use your views.","2019-08-19 02:47:15","2019-08-19 02:47:15",131,131,123,123
112,112,216,216,A2L3BRCUIILH4X,A2L3BRCUIILH4X,3,3,342,342,"However, at the start we will give you a number that represents your data; your name and adress will not be saved.","However, at the start we will give you a number that represents your data; your name and adress will not be saved.","2019-08-19 02:48:04","2019-08-19 02:48:04",131,131,123,123
113,113,217,217,A2L3BRCUIILH4X,A2L3BRCUIILH4X,3,3,359,359,"If you read this, you agree to fill the quiestionnaire and mail the given pre-paid envelope to the researcher at the University of Southampton ","If you read this, you agree to fill the quiestionnaire and mail the given pre-paid envelope to the researcher at the University of Southampton ","2019-08-19 02:49:47","2019-08-19 02:49:47",131,131,123,123
114,114,218,218,a3avffr73u39yp,a3avffr73u39yp,4,4,450,450,"If you are finding it hard we can give you details that may give you more support.","If you are finding it hard we can give you details that may give you more support.","2019-08-19 03:42:59","2019-08-19 03:42:59",141,141,123,123
115,115,219,219,a3avffr73u39yp,a3avffr73u39yp,4,4,416,416,"The diagnosis of localised prostate cancer means it hasn't spread anywhere else and is just in the prostate.","The diagnosis of localised prostate cancer means it hasn't spread anywhere else and is just in the prostate.","2019-08-19 03:44:33","2019-08-19 03:44:33",141,141,123,123
116,116,220,220,a3avffr73u39yp,a3avffr73u39yp,4,4,470,470,"The only people who have access to your information are the people who need to contact you from the university of southampton to send you questionnaires . ","The only people who have access to your information are the people who need to contact you from the university of southampton to send you questionnaires . ","2019-08-19 03:46:44","2019-08-19 03:46:44",141,141,123,123
117,117,221,221,a3avffr73u39yp,a3avffr73u39yp,3,3,346,346,"We are doing this research to provide a workshop for men suffering with prostate cancer and your questionnaire will help us do this.","We are doing this research to provide a workshop for men suffering with prostate cancer and your questionnaire will help us do this.","2019-08-19 04:30:32","2019-08-19 04:30:32",131,131,123,123
118,118,222,222,a3avffr73u39yp,a3avffr73u39yp,3,3,342,342,"You will be given a number at the start of the questionnaire which will identify your data but your name and address will not be recorded on the questionnaire.","You will be given a number at the start of the questionnaire which will identify your data but your name and address will not be recorded on the questionnaire.","2019-08-19 04:31:41","2019-08-19 04:31:41",131,131,123,123
