idClozeW,0,idReviser,1,idLeaflet,2,idSentence,3,clozeField1,4,clozeField2,5,clozeField3,6,clozeField4,7,clozeField5,8,clozeField6,9,clozeField7,10,clozeField8,11,clozeField9,12,clozeField10,13,dateT,14,flag,15,idGroup,16
128,128,A3C8ZNF3VB5PA1,A3C8ZNF3VB5PA1,4,4,36,36,If,If,part,part,we,we,with,with,,,,,,,,,,,,,"2019-08-17 19:19:12","2019-08-17 19:19:12",123,123,41,41
129,129,A13X3J8SIYBVWI,A13X3J8SIYBVWI,3,3,24,24,,,,,,,,,,,,,,,,,,,,,"2019-08-17 19:19:23","2019-08-17 19:19:23",123,123,31,31
130,130,A3C8ZNF3VB5PA1,A3C8ZNF3VB5PA1,4,4,32,32,You,You,diagnosis,diagnosis,Which,Which,Prostate,Prostate,Anywhere,Anywhere,,,,,,,,,,,"2019-08-17 19:20:04","2019-08-17 19:20:04",123,123,41,41
131,131,A13X3J8SIYBVWI,A13X3J8SIYBVWI,3,3,24,24,The,The,is,is,that,that,"who have","who have",advice,advice,,,,,,,,,,,"2019-08-17 19:20:56","2019-08-17 19:20:56",123,123,31,31
132,132,A13X3J8SIYBVWI,A13X3J8SIYBVWI,3,3,18,18,Today,Today,one,one,of,of,be,be,answers,answers,will,will,,,,,,,,,"2019-08-17 19:21:40","2019-08-17 19:21:40",123,123,31,31
133,133,A3C8ZNF3VB5PA1,A3C8ZNF3VB5PA1,4,4,27,27,The,The,University,University,Have,Have,,,Who,Who,To,To,"Assess ","Assess ",And,And,,,,,"2019-08-17 19:21:44","2019-08-17 19:21:44",123,123,41,41
134,134,A13X3J8SIYBVWI,A13X3J8SIYBVWI,3,3,15,15,Now,Now,if,if,part,part,and,and,professor,professor,post,post,The,The,a,a,,,,,"2019-08-17 19:22:28","2019-08-17 19:22:28",123,123,31,31
135,135,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,11,11,,,,,,,,,,,,,,,,,,,,,"2019-08-17 19:31:48","2019-08-17 19:31:48",123,123,21,21
136,136,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,11,11,"Data protection","Data protection",Volunteer,Volunteer,This,This,Keep,Keep,Format,Format,,,,,,,,,,,"2019-08-17 19:34:21","2019-08-17 19:34:21",123,123,21,21
137,137,A2SUEKUXDG7IJ6,A2SUEKUXDG7IJ6,3,3,24,24,,,,,,,,,,,,,,,,,,,,,"2019-08-17 19:34:28","2019-08-17 19:34:28",123,123,31,31
138,138,A2SUEKUXDG7IJ6,A2SUEKUXDG7IJ6,3,3,24,24,The,The,"is ","is ",that,that,with,with,help,help,,,,,,,,,,,"2019-08-17 19:35:28","2019-08-17 19:35:28",123,123,31,31
139,139,A2SUEKUXDG7IJ6,A2SUEKUXDG7IJ6,3,3,18,18,Firstly,Firstly,a,a,of,of,be,be,records,records,but,but,,,,,,,,,"2019-08-17 19:36:15","2019-08-17 19:36:15",123,123,31,31
140,140,A2SUEKUXDG7IJ6,A2SUEKUXDG7IJ6,3,3,15,15,So,So,,,part,part,to,to,task,task,msil,msil,"th r","th r",a,a,,,,,"2019-08-17 19:38:21","2019-08-17 19:38:21",123,123,31,31
141,141,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,7,7,,,"who are","who are",following,following,don,don,the,the,to,to,,,,,,,,,"2019-08-17 19:39:01","2019-08-17 19:39:01",123,123,21,21
142,142,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,2,2,As,As,we,we,it,it,interest,interest,obtained,obtained,have,have,,,,,,,,,"2019-08-17 19:40:09","2019-08-17 19:40:09",123,123,21,21
143,143,A2JRUPX8NNMAI2,A2JRUPX8NNMAI2,3,3,24,24,The,The,is,is,that,that,'s,'s,answers,answers,,,,,,,,,,,"2019-08-17 19:42:21","2019-08-17 19:42:21",123,123,31,31
144,144,A71LNIRT2KCKP,A71LNIRT2KCKP,4,4,36,36,If,If,part,part,we,we,with,with,,,,,,,,,,,,,"2019-08-17 19:42:54","2019-08-17 19:42:54",123,123,41,41
145,145,A2JRUPX8NNMAI2,A2JRUPX8NNMAI2,3,3,18,18,Firstly,Firstly,a,a,of,of,be,be,identidy,identidy,will,will,,,,,,,,,"2019-08-17 19:43:14","2019-08-17 19:43:14",123,123,31,31
146,146,A71LNIRT2KCKP,A71LNIRT2KCKP,4,4,32,32,You,You,case,case,This,This,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-17 19:43:53","2019-08-17 19:43:53",123,123,41,41
147,147,A2JRUPX8NNMAI2,A2JRUPX8NNMAI2,3,3,15,15,Then,Then,we,we,"your answers","your answers",and,and,students,students,send,send,,,the,the,,,,,"2019-08-17 19:44:45","2019-08-17 19:44:45",123,123,31,31
148,148,A24NYP336X0LCJ,A24NYP336X0LCJ,2,2,11,11,"MECH TURK NO","MECH TURK NO",AGREE,AGREE,"ANY OF OUR","ANY OF OUR",HAVE,HAVE,RECORDS,RECORDS,,,,,,,,,,,"2019-08-17 19:49:10","2019-08-17 19:49:10",123,123,21,21
149,149,A24NYP336X0LCJ,A24NYP336X0LCJ,2,2,7,7,A,A,ARE,ARE,WITH,WITH,DON;T,DON;T,POSSIABLE,POSSIABLE,AND,AND,,,,,,,,,"2019-08-17 19:50:13","2019-08-17 19:50:13",123,123,21,21
150,150,A1VKZJ3CBBK206,A1VKZJ3CBBK206,2,2,11,11,"Clinical trials ","Clinical trials ",Volunteer,Volunteer,Medical,Medical,"Record ","Record ",System,System,,,,,,,,,,,"2019-08-17 19:50:56","2019-08-17 19:50:56",123,123,21,21
151,151,A24NYP336X0LCJ,A24NYP336X0LCJ,2,2,2,2,WERE,WERE,AND,AND,INFOMATION,INFOMATION,INTEREST,INTEREST,GIVEN,GIVEN,HAVE,HAVE,,,,,,,,,"2019-08-17 19:51:29","2019-08-17 19:51:29",123,123,21,21
152,152,A29HORM8VKJ6O0,A29HORM8VKJ6O0,3,3,24,24,The,The,Is,Is,That,That,suffering,suffering,Participation,Participation,,,,,,,,,,,"2019-08-17 19:53:26","2019-08-17 19:53:26",123,123,31,31
153,153,A29HORM8VKJ6O0,A29HORM8VKJ6O0,3,3,18,18,First,First,a,a,from,from,be,be,age,age,will,will,,,,,,,,,"2019-08-17 19:54:23","2019-08-17 19:54:23",123,123,31,31
154,154,A1VKZJ3CBBK206,A1VKZJ3CBBK206,2,2,7,7,"The studies are showing a ","The studies are showing a ",Are,Are,After,After,Don,Don,"Proper ","Proper ",And,And,,,,,,,,,"2019-08-17 19:54:43","2019-08-17 19:54:43",123,123,21,21
155,155,A29HORM8VKJ6O0,A29HORM8VKJ6O0,3,3,15,15,First,First,you,you,part,part,and,and,Facilitator,Facilitator,post,post,the,the,the,the,,,,,"2019-08-17 19:56:22","2019-08-17 19:56:22",123,123,31,31
156,156,A1VKZJ3CBBK206,A1VKZJ3CBBK206,2,2,2,2,"The resource team","The resource team","Always ","Always ",,,,,Data,Data,"Totally ","Totally ",,,,,,,,,"2019-08-17 19:59:56","2019-08-17 19:59:56",123,123,21,21
157,157,A1VKZJ3CBBK206,A1VKZJ3CBBK206,4,4,36,36,If,If,"Concerns ","Concerns ",We,We,More,More,,,,,,,,,,,,,"2019-08-17 20:19:47","2019-08-17 20:19:47",123,123,41,41
158,158,A1VKZJ3CBBK206,A1VKZJ3CBBK206,4,4,32,32,You,You,Sign,Sign,"Prostate cancer ","Prostate cancer ","Prostate gland ","Prostate gland ","Everywhere ","Everywhere ",,,,,,,,,,,"2019-08-17 20:26:45","2019-08-17 20:26:45",123,123,41,41
159,159,A1VKZJ3CBBK206,A1VKZJ3CBBK206,4,4,27,27,The,The,"University ","University ",Have,Have,Only,Only,Who,Who,And,And,Conduct,Conduct,And,And,,,,,"2019-08-17 20:31:52","2019-08-17 20:31:52",123,123,41,41
160,160,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,11,11,this,this,approve,approve,this,this,collect,collect,way,way,,,,,,,,,,,"2019-08-17 20:32:23","2019-08-17 20:32:23",123,123,21,21
161,161,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,7,7,A,A,alive,alive,have,have,don,don,possible,possible,to,to,,,,,,,,,"2019-08-17 20:34:16","2019-08-17 20:34:16",123,123,21,21
162,162,prescriptions,prescriptions,2,2,11,11,,,,,,,,,,,,,,,,,,,,,"2019-08-17 20:36:59","2019-08-17 20:36:59",123,123,21,21
163,163,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,2,2,As,As,we,we,this,this,eye,eye,collected,collected,"publicly ","publicly ",,,,,,,,,"2019-08-17 20:37:49","2019-08-17 20:37:49",123,123,21,21
164,164,A1IWKM5YEXWB5H,A1IWKM5YEXWB5H,2,2,7,7,the,the,5,5,5,5,07459008113,07459008113,god,god,manoj.mk580@gmail.com,manoj.mk580@gmail.com,,,,,,,,,"2019-08-17 20:38:08","2019-08-17 20:38:08",123,123,21,21
165,165,A1IWKM5YEXWB5H,A1IWKM5YEXWB5H,2,2,2,2,,,,,,,,,,,,,,,,,,,,,"2019-08-17 20:38:17","2019-08-17 20:38:17",123,123,21,21
166,166,AQMIT4AYRUK86,AQMIT4AYRUK86,4,4,36,36,,,,,,,,,,,,,,,,,,,,,"2019-08-17 20:42:09","2019-08-17 20:42:09",123,123,41,41
167,167,A32INQRE2R6MNP,A32INQRE2R6MNP,4,4,36,36,,,,,,,,,,,,,,,,,,,,,"2019-08-17 21:12:41","2019-08-17 21:12:41",123,123,41,41
168,168,A32INQRE2R6MNP,A32INQRE2R6MNP,4,4,32,32,Patient,Patient,case,case,cancer,cancer,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-17 21:13:52","2019-08-17 21:13:52",123,123,41,41
169,169,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,36,36,,,,,,,,,,,,,,,,,,,,,"2019-08-17 21:15:06","2019-08-17 21:15:06",123,123,41,41
170,170,A32INQRE2R6MNP,A32INQRE2R6MNP,4,4,27,27,The,The,region,region,have,have,contact,contact,who,who,to,to,process,process,or,or,,,,,"2019-08-17 21:17:11","2019-08-17 21:17:11",123,123,41,41
171,171,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,36,36,,,,,,,,,,,,,,,,,,,,,"2019-08-17 21:19:56","2019-08-17 21:19:56",123,123,41,41
172,172,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,32,32,,,,,,,,,,,,,,,,,,,,,"2019-08-17 21:20:03","2019-08-17 21:20:03",123,123,41,41
173,173,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,36,36,If,If,part,part,we,we,more,more,,,,,,,,,,,,,"2019-08-17 21:21:02","2019-08-17 21:21:02",123,123,41,41
174,174,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,32,32,patient,patient,history,history,cancer,cancer,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-17 21:21:38","2019-08-17 21:21:38",123,123,41,41
175,175,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,4,4,27,27,the,the,university,university,have,have,identifies,identifies,who,who,and,and,review,review,and,and,,,,,"2019-08-17 21:23:54","2019-08-17 21:23:54",123,123,41,41
176,176,A27P16LFLZGFPR,A27P16LFLZGFPR,3,3,24,24,The,The,is,is,which,which,with,with,help,help,,,,,,,,,,,"2019-08-17 22:21:26","2019-08-17 22:21:26",123,123,31,31
177,177,A27P16LFLZGFPR,A27P16LFLZGFPR,3,3,18,18,firstly,firstly,a,a,of,of,be,be,sex,sex,will,will,,,,,,,,,"2019-08-17 22:22:38","2019-08-17 22:22:38",123,123,31,31
178,178,A27P16LFLZGFPR,A27P16LFLZGFPR,3,3,15,15,then,then,we,we,charge,charge,and,and,examiner,examiner,bring,bring,the,the,a,a,,,,,"2019-08-17 22:25:00","2019-08-17 22:25:00",123,123,31,31
179,179,A2HKZCI32I319G,A2HKZCI32I319G,3,3,24,24,the,the,is,is,that,that,with,with,answers,answers,,,,,,,,,,,"2019-08-17 22:35:25","2019-08-17 22:35:25",123,123,31,31
180,180,A2HKZCI32I319G,A2HKZCI32I319G,3,3,18,18,now,now,a,a,"of ","of ",be,be,,,will,will,,,,,,,,,"2019-08-17 22:36:38","2019-08-17 22:36:38",123,123,31,31
181,181,A2HKZCI32I319G,A2HKZCI32I319G,3,3,15,15,now,now,you,you,,,and,and,,,give,give,the,the,the,the,,,,,"2019-08-17 22:38:02","2019-08-17 22:38:02",123,123,31,31
182,182,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,2,2,11,11,accepting,accepting,would,would,this,this,store,store,servers,servers,,,,,,,,,,,"2019-08-17 23:00:55","2019-08-17 23:00:55",123,123,21,21
183,183,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,2,2,7,7,while,while,"with whom I was ","with whom I was ",had,had,didn,didn,different,different,to,to,,,,,,,,,"2019-08-17 23:03:14","2019-08-17 23:03:14",123,123,21,21
184,184,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,2,2,2,2,"we are","we are",we,we,this,this,"interest ","interest ",stored,stored,does,does,,,,,,,,,"2019-08-17 23:04:44","2019-08-17 23:04:44",123,123,21,21
185,185,AIP4QLDLZ3E5A,AIP4QLDLZ3E5A,4,4,36,36,if,if,one,one,i,i,with,with,,,,,,,,,,,,,"2019-08-17 23:22:24","2019-08-17 23:22:24",123,123,41,41
186,186,A11BS3GFM9T4FJ,A11BS3GFM9T4FJ,4,4,36,36,If,If,part,part,we,we,additional,additional,,,,,,,,,,,,,"2019-08-17 23:23:34","2019-08-17 23:23:34",123,123,41,41
187,187,A11BS3GFM9T4FJ,A11BS3GFM9T4FJ,4,4,32,32,You,You,diagnosis,diagnosis,cancer,cancer,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-17 23:24:45","2019-08-17 23:24:45",123,123,41,41
188,188,AIP4QLDLZ3E5A,AIP4QLDLZ3E5A,4,4,32,32,i,i,test,test,that,that,system,system,out,out,,,,,,,,,,,"2019-08-17 23:24:48","2019-08-17 23:24:48",123,123,41,41
189,189,AIP4QLDLZ3E5A,AIP4QLDLZ3E5A,4,4,27,27,the,the,city,city,have,have,,,,,,,,,,,,,,,"2019-08-17 23:47:34","2019-08-17 23:47:34",123,123,41,41
190,190,A3DUPM4SSY7AT5,A3DUPM4SSY7AT5,4,4,36,36,,,,,,,,,,,,,,,,,,,,,"2019-08-18 02:10:37","2019-08-18 02:10:37",123,123,41,41
191,191,A3DUPM4SSY7AT5,A3DUPM4SSY7AT5,4,4,32,32,,,,,,,,,,,,,,,,,,,,,"2019-08-18 02:10:42","2019-08-18 02:10:42",123,123,41,41
192,192,A3DUPM4SSY7AT5,A3DUPM4SSY7AT5,4,4,27,27,,,,,,,,,,,,,,,,,,,,,"2019-08-18 02:10:47","2019-08-18 02:10:47",123,123,41,41
193,193,A3RCSO052XFJJJ,A3RCSO052XFJJJ,4,4,36,36,If,If,part,part,"doctors ","doctors ",with,with,,,,,,,,,,,,,"2019-08-18 05:19:42","2019-08-18 05:19:42",123,123,41,41
194,194,A3RCSO052XFJJJ,A3RCSO052XFJJJ,4,4,32,32,Some,Some,chance,chance,it,it,genitals,genitals,"anywhere ","anywhere ",,,,,,,,,,,"2019-08-18 05:21:38","2019-08-18 05:21:38",123,123,41,41
195,195,A3RCSO052XFJJJ,A3RCSO052XFJJJ,4,4,27,27,"It is","It is","University ","University ","have ","have ",,,would,would,to,to,collect,collect,"as well as","as well as",,,,,"2019-08-18 05:23:35","2019-08-18 05:23:35",123,123,41,41
196,196,A2Z61PDUC6NCLT,A2Z61PDUC6NCLT,4,4,36,36,if,if,of,of,"a doctor","a doctor",more,more,,,,,,,,,,,,,"2019-08-18 22:12:25","2019-08-18 22:12:25",123,123,141,141
197,197," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,24,24,The,The,is,is,which,which,to,to,opinion,opinion,,,,,,,,,,,"2019-08-18 22:13:42","2019-08-18 22:13:42",123,123,131,131
198,198," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,18,18,,,,,,,,,,,,,,,,,,,,,"2019-08-18 22:14:12","2019-08-18 22:14:12",123,123,131,131
199,199,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,4,4,36,36,if,if,kind,kind,we,we,further,further,,,,,,,,,,,,,"2019-08-18 22:14:19","2019-08-18 22:14:19",123,123,141,141
200,200,A2Z61PDUC6NCLT,A2Z61PDUC6NCLT,4,4,32,32,"some men","some men",type,type,localised,localised,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-18 22:14:19","2019-08-18 22:14:19",123,123,141,141
201,201,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,4,4,32,32,I,I,problem,problem,which,which,level,level,anywhere,anywhere,,,,,,,,,,,"2019-08-18 22:16:24","2019-08-18 22:16:24",123,123,141,141
202,202,A2Z61PDUC6NCLT,A2Z61PDUC6NCLT,4,4,27,27,and,and,region,region,have,have,contain,contain,who,who,and,and,read,read,to,to,,,,,"2019-08-18 22:16:37","2019-08-18 22:16:37",123,123,141,141
203,203,A1ST2X15PC6CE8,A1ST2X15PC6CE8,4,4,36,36,If,If,aspects,aspects,we,we,with,with,,,,,,,,,,,,,"2019-08-18 22:17:26","2019-08-18 22:17:26",123,123,141,141
204,204,A2QJNGKLAIMMAZ,A2QJNGKLAIMMAZ,4,4,27,27,if,if,part,part,have,have,"could be","could be",if,if,and,and,collect,collect,we,we,,,,,"2019-08-18 22:17:53","2019-08-18 22:17:53",123,123,141,141
205,205,A1ST2X15PC6CE8,A1ST2X15PC6CE8,4,4,32,32,you,you,tumour,tumour,which,which,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-18 22:18:27","2019-08-18 22:18:27",123,123,141,141
206,206," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,24,24,The,The,is,is,which,which,to,to,opinion,opinion,,,,,,,,,,,"2019-08-18 22:19:53","2019-08-18 22:19:53",123,123,131,131
207,207,A382IT3BF1UWLB,A382IT3BF1UWLB,2,2,11,11,THIS,THIS,READY,READY,THIS,THIS,RECEIVE,RECEIVE,,,,,,,,,,,,,"2019-08-18 22:20:25","2019-08-18 22:20:25",123,123,121,121
208,208,A1ST2X15PC6CE8,A1ST2X15PC6CE8,4,4,27,27,it's,it's,University,University,need,need,,,who,who,to,to,observe,observe,to,to,,,,,"2019-08-18 22:20:32","2019-08-18 22:20:32",123,123,141,141
209,209," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,24,24,The,The,is,is,which,which,to,to,opinion,opinion,,,,,,,,,,,"2019-08-18 22:21:11","2019-08-18 22:21:11",123,123,131,131
210,210,A382IT3BF1UWLB,A382IT3BF1UWLB,2,2,7,7,THE,THE,"THAT ARE","THAT ARE","FOR ","FOR ",ARE,ARE,NECCESSARY,NECCESSARY,TO,TO,,,,,,,,,"2019-08-18 22:22:45","2019-08-18 22:22:45",123,123,121,121
211,211," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,18,18,"At the beginning","At the beginning","with a","with a",of,of,we,we,you,you,"but it will","but it will",,,,,,,,,"2019-08-18 22:23:09","2019-08-18 22:23:09",123,123,131,131
212,212,A382IT3BF1UWLB,A382IT3BF1UWLB,2,2,2,2,FEW,FEW,WE,WE,THIS,THIS,INTEREST,INTEREST,GATHERED,GATHERED,ARE,ARE,,,,,,,,,"2019-08-18 22:25:15","2019-08-18 22:25:15",123,123,121,121
213,213," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",3,3,15,15,And,And,you,you,part,part,then,then,workers,workers,direct,direct,the,the,"the above","the above",,,,,"2019-08-18 22:26:15","2019-08-18 22:26:15",123,123,131,131
214,214,A1ST2X15PC6CE8,A1ST2X15PC6CE8,3,3,24,24,The,The,is,is,that,that,experiencing,experiencing,data,data,,,,,,,,,,,"2019-08-18 22:30:02","2019-08-18 22:30:02",123,123,131,131
215,215,A1ST2X15PC6CE8,A1ST2X15PC6CE8,3,3,18,18,sometimes,sometimes,a,a,of,of,be,be,age,age,and,and,,,,,,,,,"2019-08-18 22:30:43","2019-08-18 22:30:43",123,123,131,131
216,216,A1ST2X15PC6CE8,A1ST2X15PC6CE8,3,3,15,15,if,if,you,you,part,part,and,and,post,post,email,email,the,the,a,a,,,,,"2019-08-18 22:31:33","2019-08-18 22:31:33",123,123,131,131
217,217,A1ST2X15PC6CE8,A1ST2X15PC6CE8,2,2,11,11,survey,survey,are,are,a,a,use,use,survey,survey,,,,,,,,,,,"2019-08-18 22:39:21","2019-08-18 22:39:21",123,123,121,121
218,218,A1ST2X15PC6CE8,A1ST2X15PC6CE8,2,2,7,7,a,a,are,are,with,with,don,don,the,the,to,to,,,,,,,,,"2019-08-18 22:39:56","2019-08-18 22:39:56",123,123,121,121
219,219,A2U4LDPZF2P7BY,A2U4LDPZF2P7BY,4,4,36,36,If,If,element,element,we,we,relevent,relevent,,,,,,,,,,,,,"2019-08-18 22:41:01","2019-08-18 22:41:01",123,123,141,141
220,220,A1ST2X15PC6CE8,A1ST2X15PC6CE8,2,2,2,2,as,as,we,we,it,it,approval,approval,taken,taken,have,have,,,,,,,,,"2019-08-18 22:41:06","2019-08-18 22:41:06",123,123,121,121
221,221,A382IT3BF1UWLB,A382IT3BF1UWLB,2,2,11,11,THIS,THIS,AGREE,AGREE,THIS,THIS,USE,USE,,,,,,,,,,,,,"2019-08-18 22:43:45","2019-08-18 22:43:45",123,123,121,121
222,222,A2U4LDPZF2P7BY,A2U4LDPZF2P7BY,4,4,32,32,You,You,diagnosis,diagnosis,tumor,tumor,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-18 22:43:57","2019-08-18 22:43:57",123,123,141,141
223,223,A382IT3BF1UWLB,A382IT3BF1UWLB,2,2,7,7,A,A,AFTER,AFTER,OF,OF,ARE,ARE,NECCESSARY,NECCESSARY,TO,TO,,,,,,,,,"2019-08-18 22:45:29","2019-08-18 22:45:29",123,123,121,121
224,224,A2U4LDPZF2P7BY,A2U4LDPZF2P7BY,4,4,27,27,The,The,Hospital,Hospital,require,require,concerns,concerns,that,that,to,to,review,review,or,or,,,,,"2019-08-18 22:45:36","2019-08-18 22:45:36",123,123,141,141
225,225,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,36,36,If,If,part,part,we,we,further,further,,,,,,,,,,,,,"2019-08-18 22:49:19","2019-08-18 22:49:19",123,123,141,141
226,226,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,32,32,Many,Many,case,case,cancer,cancer,prostate,prostate,anywhere,anywhere,,,,,,,,,,,"2019-08-18 22:49:54","2019-08-18 22:49:54",123,123,141,141
227,227," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",4,4,36,36,if,if,more,more,we,we,with,with,,,,,,,,,,,,,"2019-08-18 23:02:21","2019-08-18 23:02:21",123,123,141,141
228,228,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,11,11,,,,,,,,,,,,,,,,,,,,,"2019-08-18 23:08:55","2019-08-18 23:08:55",123,123,121,121
229,229," COPIEDA2DAI5W9S1ET6"," COPIEDA2DAI5W9S1ET6",4,4,32,32,would,would,part,part,of,of,part,part,"every where","every where",,,,,,,,,,,"2019-08-18 23:09:14","2019-08-18 23:09:14",123,123,141,141
230,230,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,36,36,if,if,one,one,you,you,r,r,,,,,,,,,,,,,"2019-08-18 23:12:13","2019-08-18 23:12:13",123,123,141,141
231,231,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,11,11,,,agree,agree,medical,medical,analyse,analyse,trial,trial,,,,,,,,,,,"2019-08-18 23:12:13","2019-08-18 23:12:13",123,123,121,121
232,232,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,11,11,,,agree,agree,medical,medical,analyse,analyse,trial,trial,,,,,,,,,,,"2019-08-18 23:12:27","2019-08-18 23:12:27",123,123,121,121
233,233,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,32,32,we,we,condition,condition,"if the","if the",prostrate,prostrate,"anywhere ","anywhere ",,,,,,,,,,,"2019-08-18 23:13:33","2019-08-18 23:13:33",123,123,141,141
234,234,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,7,7,A,A,are,are,after,after,don,don,possible,possible,and,and,,,,,,,,,"2019-08-18 23:14:43","2019-08-18 23:14:43",123,123,121,121
235,235,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2,2,,,,,information,information,domain,domain,"identifiable ","identifiable ",have,have,,,,,,,,,"2019-08-18 23:16:26","2019-08-18 23:16:26",123,123,121,121
236,236,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,27,27,the,the,whole,whole,have,have,"is available to","is available to",who,who,and,and,collect,collect,"in other to","in other to",,,,,"2019-08-18 23:21:11","2019-08-18 23:21:11",123,123,141,141
237,237,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,36,36,If,If,part,part,we,we,with,with,,,,,,,,,,,,,"2019-08-18 23:27:35","2019-08-18 23:27:35",123,123,141,141
238,238,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,36,36,If,If,words,words,helpdesk,helpdesk,further,further,,,,,,,,,,,,,"2019-08-18 23:52:13","2019-08-18 23:52:13",123,123,141,141
239,239,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,32,32,Elders,Elders,chance,chance,diagnosis,diagnosis,patient,patient,anywhere,anywhere,,,,,,,,,,,"2019-08-18 23:56:32","2019-08-18 23:56:32",123,123,141,141
240,240,A39K5DFHK6FCQH,A39K5DFHK6FCQH,4,4,27,27,The,The,university,university,have,have,questions,questions,,,to,to,access,access,personally,personally,,,,,"2019-08-19 00:02:50","2019-08-19 00:02:50",123,123,141,141
241,241,A1LTZXI26481HO,A1LTZXI26481HO,2,2,11,11,Accepting,Accepting,agree,agree,this,this,include,include,results,results,,,,,,,,,,,"2019-08-19 00:20:22","2019-08-19 00:20:22",123,123,121,121
242,242,A1LTZXI26481HO,A1LTZXI26481HO,2,2,7,7,A,A,are,are,with,with,don,don,the,the,and,and,,,,,,,,,"2019-08-19 00:22:19","2019-08-19 00:22:19",123,123,121,121
243,243,A1LTZXI26481HO,A1LTZXI26481HO,2,2,2,2,"We are","We are",we,we,it,it,interest,interest,identifable,identifable,have,have,,,,,,,,,"2019-08-19 00:23:57","2019-08-19 00:23:57",123,123,121,121
244,244,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,24,24,The,The,is,is,which,which,with,with,cooperation,cooperation,,,,,,,,,,,"2019-08-19 00:47:44","2019-08-19 00:47:44",123,123,131,131
245,245,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,18,18,Initally,Initally,a,a,of,of,be,be,identity,identity,will,will,,,,,,,,,"2019-08-19 00:48:43","2019-08-19 00:48:43",123,123,131,131
246,246,A16IUSDJEU9MWL,A16IUSDJEU9MWL,3,3,15,15,So,So,"if you","if you","part in this","part in this",attached,attached,staff,staff,post,post,,,a,a,,,,,"2019-08-19 00:50:05","2019-08-19 00:50:05",123,123,131,131
247,247,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,3,3,24,24,The,The,is,is,that,that,that,that,knowledge,knowledge,,,,,,,,,,,"2019-08-19 00:58:29","2019-08-19 00:58:29",123,123,131,131
248,248,A2I3D7L2IAHHOL,A2I3D7L2IAHHOL,3,3,18,18,Thus,Thus,a,a,of,of,be,be,age,age,while,while,,,,,,,,,"2019-08-19 00:59:17","2019-08-19 00:59:17",123,123,131,131
